CodMun;reducao_iptu;isencao_iptu;reducao_issqn;isencao_issqn;isencao_taxas;cessao_terrenos;doacao_terrenos;outros
2305308;Não;Não;Não;Não;Sim;Não;Não;Não
2305332;-;-;-;-;-;-;-;-
2305357;Não;Sim;Sim;Sim;Sim;Não;Não;Não
2305407;Não;Sim;Não;Não;Não;Sim;Sim;Não
2305506;Não;Sim;Não;Não;Sim;Não;Não;Sim
2305605;Não;Sim;Sim;Não;Não;Não;Não;Não
2305654;-;-;-;-;-;-;-;-
2305704;Não;Sim;Não;Não;Não;Sim;Não;Não
2305803;Sim;Não;Sim;Não;Sim;Não;Não;Sim
2305902;-;-;-;-;-;-;-;-
2306009;-;-;-;-;-;-;-;-
2306108;Não;Não;Não;Não;Não;Sim;Não;Sim
2306207;-;-;-;-;-;-;-;-
2306256;Sim;Sim;Sim;Não;Não;Sim;Sim;Não
2306306;-;-;-;-;-;-;-;-
2306405;Não;Não;Sim;Não;Não;Sim;Sim;Não
2306504;Não;Sim;Não;Não;Sim;Não;Não;Não
2306553;Não;Não;Não;Não;Sim;Não;Não;Não
2306603;Sim;Não;Sim;Não;Não;Não;Não;Não
2306702;-;-;-;-;-;-;-;-
2306801;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não
2306900;Não;Sim;Sim;Não;Não;Sim;Sim;Não
2307007;-;-;-;-;-;-;-;-
2307106;Não;Não;Não;Não;Sim;Não;Não;Não
2307205;-;-;-;-;-;-;-;-
2307254;Não;Não;Sim;Não;Não;Não;Não;Não
2307304;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não
2307403;Não;Sim;Não;Sim;Sim;Não;Não;Sim
2307502;Não;Não;Não;Sim;Sim;Não;Não;Não
2307601;Não;Não;Sim;Não;Não;Sim;Não;Sim
2307635;Sim;Sim;Não;Não;Não;Não;Não;Não
2307650;Sim;Não;Não;Não;Não;Sim;Sim;Não
2307700;Não;Sim;Não;Não;Não;Não;Não;Não
2307809;-;-;-;-;-;-;-;-
2307908;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não
2308005;Não;Sim;Sim;Não;Não;Sim;Sim;Não
2308104;Não;Não;Não;Não;Sim;Sim;Sim;Não
2308203;-;-;-;-;-;-;-;-
2308302;Não;Não;Não;Não;Não;Não;Não;Sim
2308351;-;-;-;-;-;-;-;-
2308377;-;-;-;-;-;-;-;-
2308401;-;-;-;-;-;-;-;-
2308500;-;-;-;-;-;-;-;-
2308609;-;-;-;-;-;-;-;-
2308708;Não;Sim;Não;Não;Sim;Não;Não;Não
2308807;-;-;-;-;-;-;-;-
2308906;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim
2309003;Não;Não;Não;Não;Não;Não;Não;Sim
2309102;-;-;-;-;-;-;-;-
2309201;-;-;-;-;-;-;-;-
2309300;Não;Sim;Não;Sim;Não;Não;Não;Não
2309409;-;-;-;-;-;-;-;-
2309458;-;-;-;-;-;-;-;-
2309508;-;-;-;-;-;-;-;-
2309607;Sim;Não;Sim;Não;Sim;Não;Sim;Não
2309706;Não;Sim;Sim;Não;Não;Não;Sim;Não
2309805;Não;Sim;Não;Sim;Não;Não;Não;Não
2309904;Não;Não;Não;Não;Sim;Não;Não;Não
2310001;Não;Não;Não;Não;Não;Não;Não;Sim
2310100;Não;Sim;Não;Não;Não;Sim;Sim;Não
2310209;Não;Sim;Não;Não;Não;Não;Não;Não
2310258;-;-;-;-;-;-;-;-
2310308;-;-;-;-;-;-;-;-
2310407;Sim;Não;Sim;Não;Não;Não;Não;Não
2310506;Não;Não;Não;Não;Não;Não;Sim;Não
2310605;Sim;Não;Sim;Não;Não;Não;Não;Não
2310704;Não;Sim;Não;Não;Não;Não;Não;Não
2310803;-;-;-;-;-;-;-;-
2310852;Sim;Sim;Não;Não;Sim;Sim;Não;Sim
2310902;Não;Sim;Não;Não;Sim;Não;Sim;Sim
2310951;-;-;-;-;-;-;-;-
2311009;-;-;-;-;-;-;-;-
2311108;-;-;-;-;-;-;-;-
2311207;-;-;-;-;-;-;-;-
2311231;-;-;-;-;-;-;-;-
2311264;Não;Sim;Não;Sim;Não;Não;Não;Não
2311306;Não;Sim;Não;Sim;Sim;Não;Sim;Não
2311355;-;-;-;-;-;-;-;-
2311405;Não;Sim;Não;Não;Sim;Não;Sim;Não
2311504;Não;Sim;Não;Sim;Sim;Não;Sim;Não
2311603;-;-;-;-;-;-;-;-
2311702;-;-;-;-;-;-;-;-
2311801;Não;Sim;Não;Não;Sim;Não;Não;Não
2311900;-;-;-;-;-;-;-;-
2311959;-;-;-;-;-;-;-;-
2312007;-;-;-;-;-;-;-;-
2312106;-;-;-;-;-;-;-;-
2312205;-;-;-;-;-;-;-;-
2312304;-;-;-;-;-;-;-;-
2312403;Não;Sim;Sim;Não;Sim;Sim;Sim;Não
2312502;-;-;-;-;-;-;-;-
2312601;-;-;-;-;-;-;-;-
2312700;Não;Não;Não;Não;Não;Sim;Sim;Não
2312809;-;-;-;-;-;-;-;-
2312908;Não;Não;Sim;Não;Sim;Sim;Sim;Sim
2313005;Não;Sim;Não;Não;Sim;Não;Sim;Não
2313104;Sim;Não;Sim;Não;Não;Não;Não;Sim
2313203;Não;Não;Não;Sim;Sim;Não;Não;Não
2313252;-;-;-;-;-;-;-;-
2313302;Sim;Não;Sim;Sim;Não;Não;Não;Sim
2313351;Não;Não;Não;Não;Não;Não;Sim;Sim
2313401;-;-;-;-;-;-;-;-
2313500;Sim;Não;Não;Não;Sim;Sim;Não;Não
2313559;-;-;-;-;-;-;-;-
2313609;-;-;-;-;-;-;-;-
2313708;-;-;-;-;-;-;-;-
2313757;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não
2313807;-;-;-;-;-;-;-;-
2313906;-;-;-;-;-;-;-;-
2313955;-;-;-;-;-;-;-;-
2314003;Não;Sim;Não;Não;Sim;Sim;Não;Sim
2314102;-;-;-;-;-;-;-;-
2400109;-;-;-;-;-;-;-;-
2400208;Sim;Sim;Sim;Não;Não;Não;Sim;Sim
2400307;Sim;Sim;Não;Não;Não;Não;Não;Sim
2400406;-;-;-;-;-;-;-;-
2400505;Não;Não;Sim;Não;Não;Não;Não;Não
2400604;-;-;-;-;-;-;-;-
2400703;Não;Não;Não;Não;Não;Sim;Não;Não
2400802;Não;Não;Não;Não;Sim;Não;Não;Sim
2400901;-;-;-;-;-;-;-;-
2401008;Não;Não;Não;Não;Não;Não;Não;Sim
2401107;Sim;Não;Sim;Não;Não;Não;Não;Não
2401206;Não;Não;Sim;Não;Não;Não;Não;Não
2401305;Sim;Não;Sim;Não;Não;Sim;Não;Não
2401404;Não;Não;Sim;Não;Não;Sim;Não;Não
2401453;-;-;-;-;-;-;-;-
2401503;Sim;Não;Sim;Não;Não;Não;Não;Não
2401602;-;-;-;-;-;-;-;-
2401651;Sim;Não;Sim;Não;Não;Não;Sim;Não
2401701;Sim;Não;Sim;Não;Não;Não;Sim;Não
2401800;Sim;Não;Não;Não;Não;Não;Sim;Sim
2401859;Não;Não;Não;Não;Não;Não;Não;Sim
2401909;-;-;-;-;-;-;-;-
2402006;Não;Sim;Não;Não;Sim;Não;Sim;Não
2402105;-;-;-;-;-;-;-;-
2402204;Não;Sim;Não;Não;Não;Não;Não;Não
2402303;Não;Não;Não;Não;Sim;Não;Não;Não
2402402;Não;Não;Não;Não;Sim;Não;Não;Não
2402501;-;-;-;-;-;-;-;-
2402600;Sim;Não;Não;Não;Não;Não;Não;Não
2402709;Sim;Não;Sim;Não;Sim;Não;Sim;Não
2402808;-;-;-;-;-;-;-;-
2402907;-;-;-;-;-;-;-;-
2403004;-;-;-;-;-;-;-;-
2403103;Não;Não;Sim;Sim;Não;Não;Não;Não
2403202;-;-;-;-;-;-;-;-
2403251;Sim;Sim;Sim;Não;Não;Não;Não;Sim
2403301;Não;Não;Sim;Não;Sim;Não;Não;Não
2403400;Sim;Não;Sim;Não;Não;Sim;Não;Não
2403509;Não;Sim;Não;Sim;Sim;Não;Não;Não
2403608;Sim;Não;Não;Não;Não;Não;Não;Sim
2403707;Sim;Não;Sim;Não;Não;Não;Não;Não
2403756;Sim;Não;Sim;Não;Não;Não;Não;Não
2403806;-;-;-;-;-;-;-;-
2403905;-;-;-;-;-;-;-;-
2404002;Não;Não;Não;Não;Sim;Não;Não;Não
2404101;Não;Não;Não;Não;Sim;Sim;Sim;Não
2404200;Não;Não;Não;Não;Não;Não;Sim;Não
2404309;-;-;-;-;-;-;-;-
2404408;Não;Não;Não;Sim;Não;Não;Sim;Não
2404507;Não;Não;Não;Não;Não;Sim;Não;Não
2404606;Não;Não;Não;Não;Sim;Sim;Não;Não
2404705;-;-;-;-;-;-;-;-
2404804;-;-;-;-;-;-;-;-
2404853;Sim;Sim;Não;Não;Não;Não;Não;Não
2404903;Não;Não;Sim;Não;Não;Não;Sim;Não
2405009;Sim;Não;Sim;Não;Sim;Não;Sim;Não
2405108;Não;Sim;Não;Não;Não;Sim;Não;Não
2405207;Não;Não;Não;Não;Sim;Não;Não;Não
2405306;Sim;Sim;Não;Não;Sim;Sim;Sim;Não
2405405;-;-;-;-;-;-;-;-
2405504;Sim;Não;Sim;Não;Não;Não;Não;Não
2405603;-;-;-;-;-;-;-;-
2405702;Sim;Sim;Não;Não;Não;Não;Não;Não
2405801;Não;Não;Sim;Sim;Sim;Não;Não;Sim
2405900;-;-;-;-;-;-;-;-
2406007;Não;Não;Não;Não;Não;Não;Não;Sim
2406106;Não;Não;Sim;Não;Não;Não;Sim;Não
2406155;-;-;-;-;-;-;-;-
2406205;-;-;-;-;-;-;-;-
2406304;Sim;Não;Não;Não;Não;Sim;Não;Não
2406403;Sim;Não;Não;Não;Não;Não;Não;Sim
2406502;-;-;-;-;-;-;-;-
2406601;-;-;-;-;-;-;-;-
2406700;Não;Não;Sim;Não;Não;Não;Sim;Sim
2406809;-;-;-;-;-;-;-;-
2406908;-;-;-;-;-;-;-;-
2407005;-;-;-;-;-;-;-;-
2407104;Sim;Não;Sim;Não;Sim;Sim;Não;Não
2407203;Não;Não;Sim;Não;Não;Não;Não;Não
2407252;Não;Não;Não;Não;Sim;Não;Não;Não
2407302;-;-;-;-;-;-;-;-
2407401;Não;Não;Não;Não;Não;Não;Não;Sim
2407500;Não;Não;Não;Não;Não;Sim;Não;Sim
2407609;-;-;-;-;-;-;-;-
2407708;-;-;-;-;-;-;-;-
2407807;Não;Não;Não;Não;Não;Não;Sim;Não
2407906;-;-;-;-;-;-;-;-
2408003;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não
2408102;Sim;Não;Sim;Não;Sim;Não;Não;Não
2408201;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não
2408300;-;-;-;-;-;-;-;-
2408409;-;-;-;-;-;-;-;-
2408508;-;-;-;-;-;-;-;-
2408607;-;-;-;-;-;-;-;-
2408706;-;-;-;-;-;-;-;-
2408805;Não;Não;Não;Sim;Não;Não;Não;Não
2408904;Sim;Não;Não;Não;Sim;Sim;Sim;Não
2408953;Não;Sim;Não;Não;Não;Não;Não;Não
2409100;-;-;-;-;-;-;-;-
2409209;-;-;-;-;-;-;-;-
2409308;Não;Não;Sim;Não;Não;Não;Não;Não
2409332;Sim;Não;Sim;Não;Sim;Sim;Não;Não
2409407;Sim;Sim;Sim;Não;Não;Não;Não;Não
2409506;Não;Não;Sim;Não;Não;Não;Não;Não
2409605;-;-;-;-;-;-;-;-
2409704;Sim;Não;Não;Não;Sim;Não;Não;Não
2409803;Não;Não;Sim;Sim;Não;Não;Não;Não
2409902;Não;Não;Não;Não;Não;Não;Sim;Sim
2410009;-;-;-;-;-;-;-;-
2410108;-;-;-;-;-;-;-;-
2410207;Sim;Não;Não;Não;Não;Não;Não;Não
2410256;-;-;-;-;-;-;-;-
2410306;-;-;-;-;-;-;-;-
2410405;Não;Não;Sim;Não;Não;Não;Não;Não
2410504;-;-;-;-;-;-;-;-
2410603;-;-;-;-;-;-;-;-
2410702;-;-;-;-;-;-;-;-
2410801;-;-;-;-;-;-;-;-
2410900;Não;Não;Sim;Não;Não;Não;Não;Não
2411007;-;-;-;-;-;-;-;-
2411056;Sim;Sim;Sim;Não;Não;Sim;Sim;Não
2411106;Não;Não;Não;Não;Sim;Não;Não;Não
2411205;Sim;Não;Sim;Não;Sim;Não;Não;Não
2411403;-;-;-;-;-;-;-;-
2411429;Não;Não;Não;Não;Sim;Não;Não;Não
2411502;Não;Não;Não;Não;Não;Sim;Não;Sim
2411601;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não
2411700;Não;Não;Sim;Não;Sim;Sim;Não;Não
2411809;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim
2411908;-;-;-;-;-;-;-;-
2412005;Sim;Não;Sim;Não;Não;Sim;Não;Não
2412104;Não;Não;Não;Não;Sim;Não;Não;Não
2412203;Sim;Sim;Sim;Não;Sim;Não;Sim;Não
2412302;Não;Não;Não;Não;Sim;Não;Sim;Não
2412401;-;-;-;-;-;-;-;-
2412500;-;-;-;-;-;-;-;-
2412559;-;-;-;-;-;-;-;-
2412609;Não;Não;Não;Não;Não;Não;Sim;Não
2412708;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não
2412807;Não;Não;Não;Não;Não;Sim;Não;Não
2412906;-;-;-;-;-;-;-;-
2413003;Não;Não;Não;Sim;Sim;Não;Não;Não
2413102;Não;Sim;Não;Não;Não;Não;Sim;Não
2413201;-;-;-;-;-;-;-;-
2413300;-;-;-;-;-;-;-;-
2413359;Não;Não;Sim;Não;Não;Não;Não;Não
2413409;Não;Não;Sim;Não;Sim;Não;Não;Não
2413508;Sim;Não;Não;Não;Não;Não;Não;Sim
2413557;-;-;-;-;-;-;-;-
2413607;-;-;-;-;-;-;-;-
2413706;Não;Sim;Não;Sim;Sim;Não;Não;Não
2413805;-;-;-;-;-;-;-;-
2413904;Não;Sim;Não;Não;Não;Sim;Não;Não
2414001;Não;Sim;Não;Não;Sim;Não;Não;Não
2414100;-;-;-;-;-;-;-;-
2414159;Não;Não;Sim;Não;Sim;Não;Não;Não
2414209;-;-;-;-;-;-;-;-
2414308;-;-;-;-;-;-;-;-
2414407;Não;Não;Sim;Não;Não;Não;Não;Não
2414456;-;-;-;-;-;-;-;-
2414506;-;-;-;-;-;-;-;-
2414605;-;-;-;-;-;-;-;-
2414704;-;-;-;-;-;-;-;-
2414753;-;-;-;-;-;-;-;-
2414803;-;-;-;-;-;-;-;-
2414902;Não;Não;Não;Sim;Não;Não;Não;Não
2415008;Não;Não;Sim;Não;Sim;Não;Não;Não
